"","First_Name_Middle","Last_Name","Office_FilerType","Report_Type","Date_Received_Filed","Transaction_Date","Owner","Ticker","Asset_Name","Asset_Type","Transaction_Type","Amount","Comment"
"1855","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","HRL","Hormel Foods Corporation","Stock","Purchase","$1,001 - $15,000","--"
"1856","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","--","INTC-Intel Corporation","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1857","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","--","Johnson and Johnson","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1858","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","--","MSFT-Microsoft Corporation","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1859","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","NPK","National Presto Industries, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1860","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","--","PFE-Pfizer Inc.","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1861","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","--","PG-The Procter & Gamble Company","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1862","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","RHI","Robert Half International Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1863","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-31,"Spouse","TMO","Thermo Fisher Scientific Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1864","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Ishares China Large Cap ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1865","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","S&P 500 Index Fund","Other Securities","Sale (Partial)","$1,001 - $15,000","--"
"1866","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Ishares SP Smallcap 600 Index","Other Securities","Purchase","$1,001 - $15,000","--"
"1867","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Kraneshares CSI China Internet ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1868","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","SPDR Euro Stoxx 50 ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1869","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","SPDR Gold Tr Gold Shs","Other Securities","Purchase","$1,001 - $15,000","--"
"1870","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Powershares ETF TR Dyna Buyback","Other Securities","Sale (Full)","$1,001 - $15,000","--"
"1871","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Vaneck Vectors Junior Gold Minors","Other Securities","Purchase","$1,001 - $15,000","--"
"1872","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Wisdom Tree Us Small Cap QA Dividend Growth Fd","Other Securities","Purchase","$1,001 - $15,000","--"
"1873","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Fidelity Advisor Emerging Markets Class I","Other Securities","Sale (Partial)","$1,001 - $15,000","--"
"1874","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Fidelity Advisor International Capital Appreciation Class I","Other Securities","Sale (Partial)","$1,001 - $15,000","--"
"1875","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 09/06/2017","09/06/2017",2017-08-04,"Spouse","--","Alpine Ultra Short Municipal Inc Fund","Other Securities","Purchase","$1,001 - $15,000","--"
"1876","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-30,"Spouse","--","ACAP STRAGIC INTERVAL","Other Securities","Purchase","$1,001 - $15,000","--"
"1877","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-30,"Spouse","--","OWENS & MINOR
                                        
                                        
                                        
                                            Rate/Coupon: 3.875%Matures: 09/15/2021","Corporate Bond","Sale (Full)","$15,001 - $50,000","--"
"1878","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-30,"Spouse","--","OWENS & MINOR 
                                        
                                        
                                        
                                            Rate/Coupon: 3.875%Matures: 09/15/2021","Corporate Bond","Sale (Full)","$15,001 - $50,000","--"
"1879","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","V","Visa Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1880","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","QCOM","QUALCOMM Incorporated","Stock","Purchase","$1,001 - $15,000","--"
"1881","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","SNPS","Synopsys, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1882","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","GOLD","Barrick Gold Corporation","Stock","Purchase","$1,001 - $15,000","--"
"1883","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","OHI","Omega Healthcare Investors, Inc.","Stock","Sale (Full)","$1,001 - $15,000","--"
"1884","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","WIW","Western Asset Inflation-Linked Opportunities & Inc","Stock","Purchase","$1,001 - $15,000","--"
"1885","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ERIC","Telefonaktiebolaget LM Ericsson (publ)","Stock","Purchase","$1,001 - $15,000","--"
"1886","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","SBIO","ALPS Medical Breakthroughs ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1887","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ARE","Alexandria Real Estate Equities, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1888","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","LGI","Lazard Global Total Return and Income Fund, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1889","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ABYIX","Abbey Capital Futures Strategy Fund Class I","Other Securities","Purchase","$1,001 - $15,000","--"
"1890","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","MRVL","Marvell Technology Group Ltd.","Stock","Purchase","$1,001 - $15,000","--"
"1891","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","BRKR","Bruker Corporation","Stock","Purchase","$1,001 - $15,000","--"
"1892","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","MANT","ManTech International Corporation","Stock","Purchase","$1,001 - $15,000","--"
"1893","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ACIW","ACI Worldwide, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1894","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","SWKS","Skyworks Solutions, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1895","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","NUAN","Nuance Communications, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1896","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","AJRD","Aerojet Rocketdyne Holdings, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1897","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","SRVR","Pacer Benchmark Data & Infrastructure Real Estate","Other Securities","Purchase","$1,001 - $15,000","--"
"1898","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","CONE","CyrusOne Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1899","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","CEF","Sprott Physical Gold and Silver Trust","Stock","Purchase","$1,001 - $15,000","--"
"1900","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","WW","WW International, Inc.","Stock","Sale (Full)","$1,001 - $15,000","--"
"1901","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","XAR","SPDR S&P Aerospace & Defense ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1902","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","GLD","SPDR Gold Shares","Other Securities","Purchase","$1,001 - $15,000","--"
"1903","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","GMAB","Genmab A/S","Stock","Purchase","$1,001 - $15,000","--"
"1904","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","BAH","Booz Allen Hamilton Holding Corporation","Stock","Purchase","$1,001 - $15,000","--"
"1905","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","LDP","Cohen & Steers Limited Duration Preferred and Inco","Stock","Purchase","$1,001 - $15,000","--"
"1906","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ABBV","AbbVie Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1907","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","FDN","First Trust Dow Jones Internet Index Fund","Other Securities","Purchase","$1,001 - $15,000","--"
"1908","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","HBI","Hanesbrands Inc.","Stock","Sale (Full)","$1,001 - $15,000","--"
"1909","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ATVI","Activision Blizzard, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1910","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","FTNT","Fortinet, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1911","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","RTH","VanEck Vectors Retail ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1912","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","NTLA","Intellia Therapeutics, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1913","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","RODM","Hartford Multifactor Developed Markets (ex-US) ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1914","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","PTLC","Pacer Trendpilot US Large Cap ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1915","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","PTNQ","Pacer Trendpilot 100 ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1916","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","PTMC","Pacer Trendpilot US Mid Cap ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1917","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth F","Other Securities","Purchase","$1,001 - $15,000","--"
"1918","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","MAXR","Maxar Technologies Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1919","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","ARNA","Arena Pharmaceuticals, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1920","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","GBIL","Goldman Sachs Access Treasury 0-1 Year ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1921","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","KEYS","Keysight Technologies, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1922","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","PAGS","PagSeguro Digital Ltd.","Stock","Purchase","$1,001 - $15,000","--"
"1923","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","CTVA","Corteva, Inc.","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1924","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","VIAV","Viavi Solutions Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1925","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","SI","Silvergate Capital Corporation","Stock","Purchase","$1,001 - $15,000","--"
"1926","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","CRWD","CrowdStrike Holdings, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1927","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1928","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","DOW","Dow Inc.","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1929","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","DDOG","Datadog, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1930","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","EVOP","EVO Payments, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1931","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","AAPL","Apple Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"1932","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","GLW","Corning Incorporated","Stock","Purchase","$1,001 - $15,000","--"
"1933","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","HAL","Halliburton Company","Stock","Sale (Full)","$1,001 - $15,000","--"
"1934","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","PAAS","Pan American Silver Corp.","Stock","Purchase","$1,001 - $15,000","--"
"1935","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","TMO","Thermo Fisher Scientific Inc.","Stock","Purchase","$1,001 - $15,000","--"
"1936","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-20,"Spouse","LUBFX","Lord Abbett Ultra Short Bond Fund Class F","Other Securities","Purchase","$1,001 - $15,000","--"
"1937","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 12/02/2020","12/02/2020",2020-11-16,"Spouse","RIO","Rio Tinto Group","Stock","Purchase","$1,001 - $15,000","--"
"1938","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","General Electric","Stock","Sale (Full)","$1,001 - $15,000","--"
"1939","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Hexcel Corp","Stock","Sale (Full)","$1,001 - $15,000","--"
"1940","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Qualcomm Inc","Stock","Purchase","$1,001 - $15,000","--"
"1941","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Scotts Miracle Grow","Stock","Purchase","$1,001 - $15,000","--"
"1942","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Banco Latinoamerican De Comercio Exterior S.A.","Stock","Sale (Full)","$1,001 - $15,000","--"
"1943","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Western Asset inflation Linked Opportunity & Income Fd","Stock","Purchase","$1,001 - $15,000","--"
"1944","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Ishares China Large Cap ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1945","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Agilent Technologies","Stock","Sale (Full)","$1,001 - $15,000","--"
"1946","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Lazard Global Total Return & Income","Stock","Purchase","$1,001 - $15,000","--"
"1947","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Packaging Corp","Stock","Purchase","$1,001 - $15,000","--"
"1948","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Fedex Corp","Stock","Purchase","$1,001 - $15,000","--"
"1949","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Altria Group","Stock","Sale (Full)","$1,001 - $15,000","--"
"1950","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Metlife","Stock","Purchase","$1,001 - $15,000","--"
"1951","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Ishares MSCI Emerging Markets ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1952","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Raytheon","Stock","Purchase","$1,001 - $15,000","--"
"1953","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Mantech Intl","Stock","Sale (Full)","$1,001 - $15,000","--"
"1954","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","SPDR Eurostoxx 50 ETF","Other Securities","Sale (Full)","$1,001 - $15,000","--"
"1955","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Zoetis Inc Class A","Stock","Sale (Full)","$1,001 - $15,000","--"
"1956","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","CyrusOne Inc","Stock","Purchase","$1,001 - $15,000","--"
"1957","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Sprott Physical Gold & Silver Tr","Stock","Purchase","$1,001 - $15,000","--"
"1958","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Pentair PLC","Stock","Sale (Full)","$1,001 - $15,000","--"
"1959","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Catalyst Millburn Hgd Strategies","Other Securities","Purchase","$1,001 - $15,000","--"
"1960","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Abbvie","Stock","Purchase","$1,001 - $15,000","--"
"1961","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Ishares Ibonds Dec 20 TRM","Other Securities","Purchase","$1,001 - $15,000","--"
"1962","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","TenCent Holdings Ltd Unsponsored ADR","Stock","Purchase","$1,001 - $15,000","--"
"1963","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Algonquin Power Utils","Stock","Sale (Full)","$1,001 - $15,000","--"
"1964","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","FT EM SC Alphadex","Other Securities","Purchase","$1,001 - $15,000","--"
"1965","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","AQR Long-Short Equity","Other Securities","Purchase","$1,001 - $15,000","--"
"1966","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Ishares Ibonds Dec 18 TRM","Other Securities","Sale (Full)","$1,001 - $15,000","--"
"1967","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Hartford Multifactor Developed Markets ETF","Other Securities","Purchase","$1,001 - $15,000","--"
"1968","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","DowDupont","Stock","Purchase","$1,001 - $15,000","--"
"1969","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Iron Mountain","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1970","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Corning Inc","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1971","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Fifth Third Bancorp","Stock","Purchase","$1,001 - $15,000","--"
"1972","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Intel Corp","Stock","Sale (Partial)","$1,001 - $15,000","--"
"1973","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-29,"Spouse","--","Tyson Foods","Stock","Purchase","$1,001 - $15,000","--"
"1974","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-26,"Spouse","--","Amazon","Stock","Purchase","$1,001 - $15,000","--"
"1975","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-26,"Spouse","--","Toronto Dominion Bank Step-Up Note
                                        
                                        
                                        
                                            Rate/Coupon: 3.0%Matures: 10/31/2020","Corporate Bond","Purchase","$1,001 - $15,000","--"
"1976","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-26,"Spouse","--","Toronto Dominion Bank Step-Up Note
                                        
                                        
                                        
                                            Rate/Coupon: 3.0%Matures: 10/31/2020","Corporate Bond","Purchase","$1,001 - $15,000","--"
"1977","Thomas R","Carper","Carper, Thomas R. (Senator)","Periodic Transaction Report for 11/02/2018","11/02/2018",2018-10-22,"Spouse","--","Amazon","Stock","Purchase","$1,001 - $15,000","--"
